WorkDate,Customer,Location,BusinessType,OrderCount,NumberOfPieces,TotalRevenue
10/9/2020,Target,Detroit,Middle Mile,35,175,913.95
10/9/2020,Target,Milwaukee,Middle Mile,43,215,1510.57
10/9/2020,Costco,Birmingham,First Mile,7,35,546.57
10/9/2020,Costco,Houston,First Mile,10,50,704.33
10/9/2020,Costco,Chicago,First Mile,8,32,1213.97
10/9/2020,Costco,New York,First Mile,18,90,1337
10/9/2020,Costco,Los Angeles,First Mile,16,80,1850.04
10/9/2020,Costco,San Diego,First Mile,23,115,2550.72
10/9/2020,Target,Dallas,Middle Mile,38,190,1458.74
10/9/2020,Target,Seattle,Middle Mile,26,78,1941.49
10/9/2020,Target,Chicago,Middle Mile,49,294,3534.06
10/9/2020,Target,Sacramento,Middle Mile,39,195,1491.98
10/9/2020,Target,Nashville,Middle Mile,40,200,2471.45
10/9/2020,Target,Tampa Bay,Middle Mile,22,110,450.71
10/9/2020,Costco,Sacramento,First Mile,11,55,879.66
10/10/2020,Chick-Fil-A,Los Angeles,Final Mile,7,35,524.57
10/10/2020,Chipotle,Houston,Final Mile,13,65,978.78
10/10/2020,Chipotle,Seattle,Final Mile,17,85,412.26
10/10/2020,Chick-Fil-A,San Francisco,Final Mile,5,25,228.04
10/10/2020,Home Goods,New York,Middle Mile,5,20,362.7
10/10/2020,Home Depot,Los Angeles,Final Mile,18,90,5864.87
10/10/2020,T.J. Maxx,Chicago,Middle Mile,13,91,822.11
10/10/2020,Home Depot,Seattle,Final Mile,5,25,865.83
10/10/2020,Home Depot,San Francisco,Final Mile,11,55,3972.41
10/10/2020,Home Depot,Atlanta,Final Mile,17,85,3890.55
10/10/2020,Home Depot,Detroit,Final Mile,16,64,2532.83
10/10/2020,Chipotle,San Francisco,Final Mile,12,60,435.97
10/10/2020,Home Goods,Detroit,Middle Mile,16,80,517.79
10/10/2020,Chipotle,New York,Final Mile,14,84,1109.17
10/10/2020,Shein,Los Angeles,Middle Mile,4,24,156.12
10/10/2020,Lowes,Detroit,Final Mile,5,30,245.53
10/10/2020,Starbucks,San Diego,Middle Mile,14,70,1227.55
10/10/2020,Home Depot,Dallas,Final Mile,15,75,1504.63
10/10/2020,Starbucks,Miami,Middle Mile,14,70,304.29
10/10/2020,Starbucks,Nashville,Middle Mile,14,84,1289.44
10/10/2020,Starbucks,San Francisco,Middle Mile,14,70,497.99
10/10/2020,Starbucks,Houston,Middle Mile,13,65,678.88
10/10/2020,Lowes,Milwaukee,Final Mile,3,15,450.39
10/10/2020,Shein,Milwaukee,Middle Mile,14,70,1615.5
10/10/2020,Shein,Detroit,Middle Mile,10,40,318.48
10/10/2020,Shein,Sacramento,Middle Mile,6,36,359.66
10/10/2020,Shein,New York,Middle Mile,7,35,693.86
10/10/2020,Shein,Tampa Bay,Middle Mile,14,70,1608.49
10/10/2020,Shein,Houston,Middle Mile,5,25,279.13
10/10/2020,Lowes,Chicago,Final Mile,10,50,2599.87
10/10/2020,Shein,Dallas,Middle Mile,14,70,1464.57
10/10/2020,Home Depot,San Diego,Final Mile,16,64,877.81
10/10/2020,Home Depot,Sacramento,Final Mile,13,65,2940.77
10/10/2020,Home Depot,Birmingham,Final Mile,5,25,1873.83
10/10/2020,Home Depot,Nashville,Final Mile,19,95,2587.63
10/10/2020,Amazon,Chicago,Final Mile,15,45,493.6
10/10/2020,Amazon,Atlanta,Final Mile,16,96,2161.64
10/10/2020,Amazon,San Francisco,Final Mile,11,33,165.38
10/10/2020,Amazon,Los Angeles,Final Mile,12,48,824.61
10/10/2020,Amazon,San Diego,Final Mile,16,80,537.05
10/10/2020,Amazon,Houston,Final Mile,8,40,215.58
10/10/2020,Amazon,Nashville,Final Mile,6,30,607.51
10/10/2020,Amazon,Minneapolis,Final Mile,11,55,1131.49
10/10/2020,Amazon,Dallas,Final Mile,16,80,1805.96
10/10/2020,Amazon,Tampa Bay,Final Mile,15,75,836.27
10/10/2020,Amazon,Sacramento,Final Mile,5,25,564
10/10/2020,Walmart,New York,Middle Mile,14,70,308.23
10/10/2020,Walmart,Milwaukee,Middle Mile,8,40,622.81
10/10/2020,Walmart,Chicago,Middle Mile,19,76,1790.59
10/10/2020,Amazon,New York,Final Mile,6,18,418.55
10/10/2020,Target,Tampa Bay,Middle Mile,9,45,184.38
10/10/2020,Costco,Nashville,First Mile,5,25,783.26
10/10/2020,Target,San Francisco,Middle Mile,9,45,454.81
10/10/2020,Costco,Detroit,First Mile,3,18,375.91
10/10/2020,Costco,Minneapolis,First Mile,7,35,1382.27
10/10/2020,Costco,Houston,First Mile,4,20,281.73
10/10/2020,Costco,Los Angeles,First Mile,6,30,693.76
10/10/2020,Costco,Sacramento,First Mile,4,20,319.88
10/10/2020,Costco,Chicago,First Mile,3,15,569.05
10/10/2020,Costco,Milwaukee,First Mile,3,12,133.22
10/10/2020,Costco,San Francisco,First Mile,4,20,711.47
10/10/2020,Target,Dallas,Middle Mile,15,75,575.82
10/10/2020,Target,Los Angeles,Middle Mile,8,40,585.37
10/10/2020,Target,Seattle,Middle Mile,10,50,1244.54
10/10/2020,Target,Chicago,Middle Mile,19,95,1141.96
10/11/2020,Chipotle,Houston,Final Mile,13,65,978.78
10/11/2020,Lowes,Detroit,Final Mile,5,25,204.61
10/11/2020,Lowes,Milwaukee,Final Mile,3,15,450.39
10/11/2020,Chipotle,New York,Final Mile,14,70,924.31
10/11/2020,Chipotle,Chicago,Final Mile,18,90,1255.01
10/11/2020,Lowes,Chicago,Final Mile,10,40,2079.9
10/11/2020,Chipotle,Detroit,Final Mile,6,30,131.19
10/11/2020,Home Depot,Houston,Final Mile,19,95,4381.87
10/11/2020,Home Goods,Houston,Middle Mile,9,36,519.07
10/11/2020,Home Goods,Los Angeles,Middle Mile,12,60,607.61
10/11/2020,Home Goods,Chicago,Middle Mile,7,35,458.74
10/11/2020,Home Goods,Sacramento,Middle Mile,14,70,296.33
10/11/2020,Home Depot,Seattle,Final Mile,5,20,692.67
10/11/2020,Home Depot,Atlanta,Final Mile,17,85,3890.55
10/11/2020,Lowes,Sacramento,Final Mile,9,45,1850.85
10/11/2020,Chick-Fil-A,San Francisco,Final Mile,5,30,273.65
10/11/2020,Shein,Houston,Middle Mile,5,25,279.13
10/11/2020,Starbucks,Milwaukee,Middle Mile,12,60,519.04
10/11/2020,Shein,Sacramento,Middle Mile,6,30,299.72
10/11/2020,Home Depot,Detroit,Final Mile,16,96,3799.25
10/11/2020,Starbucks,Los Angeles,Middle Mile,15,75,1151.31
10/11/2020,Starbucks,Sacramento,Middle Mile,6,30,257.87
10/11/2020,Starbucks,Minneapolis,Middle Mile,7,35,525.81
10/11/2020,Starbucks,Miami,Middle Mile,14,70,304.29
10/11/2020,Starbucks,Dallas,Middle Mile,7,49,741.61
10/11/2020,Starbucks,Detroit,Middle Mile,5,25,405.26
10/11/2020,Shein,New York,Middle Mile,7,42,832.63
10/11/2020,Starbucks,Atlanta,Middle Mile,5,20,298.43
10/11/2020,Starbucks,Seattle,Middle Mile,15,60,913.88
10/11/2020,Starbucks,New York,Middle Mile,11,55,339.01
10/11/2020,Starbucks,Houston,Middle Mile,13,65,678.88
10/11/2020,Shein,Milwaukee,Middle Mile,14,70,1615.5
10/11/2020,Shein,Dallas,Middle Mile,14,70,1464.57
10/11/2020,Shein,Nashville,Middle Mile,10,60,1301.51
10/11/2020,Shein,Chicago,Middle Mile,10,60,813.22
10/11/2020,Starbucks,Birmingham,Middle Mile,14,70,678.25
10/11/2020,Home Depot,Miami,Final Mile,7,35,1454.83
10/11/2020,Amazon,Tampa Bay,Final Mile,15,75,836.27
10/11/2020,Home Depot,Dallas,Final Mile,15,75,1504.63
10/11/2020,Target,Nashville,Middle Mile,16,64,790.86
10/11/2020,Target,Milwaukee,Middle Mile,17,85,597.2
10/11/2020,Walmart,Chicago,Middle Mile,19,76,1790.59
10/11/2020,Walmart,Milwaukee,Middle Mile,8,40,622.81
10/11/2020,Amazon,Sacramento,Final Mile,5,25,564
10/11/2020,Amazon,Dallas,Final Mile,16,64,1444.76
10/11/2020,Amazon,Minneapolis,Final Mile,11,55,1131.49
10/11/2020,Amazon,Nashville,Final Mile,6,36,729.01
10/11/2020,Amazon,Birmingham,Final Mile,7,28,420.33
10/11/2020,Amazon,New York,Final Mile,6,30,697.58
10/11/2020,Amazon,Houston,Final Mile,8,24,129.35
10/11/2020,Amazon,San Diego,Final Mile,16,96,644.45
10/11/2020,Amazon,San Francisco,Final Mile,11,55,275.63
10/11/2020,Amazon,Atlanta,Final Mile,16,80,1801.36
10/11/2020,Home Depot,Sacramento,Final Mile,13,65,2940.77
10/11/2020,Target,Sacramento,Middle Mile,15,60,459.07
10/11/2020,Target,Seattle,Middle Mile,10,50,1244.54
10/11/2020,Amazon,Chicago,Final Mile,15,75,822.67
10/11/2020,Costco,Atlanta,First Mile,9,45,1597.87
10/11/2020,Target,Los Angeles,Middle Mile,8,40,585.37
10/11/2020,Home Depot,Nashville,Final Mile,19,114,3105.15
10/11/2020,Home Depot,Tampa Bay,Final Mile,9,54,3940.17
10/11/2020,Home Depot,Birmingham,Final Mile,5,30,2248.6
10/11/2020,Costco,Nashville,First Mile,5,25,783.26
10/11/2020,Costco,San Diego,First Mile,9,54,1197.73
10/11/2020,Costco,Birmingham,First Mile,2,10,156.16
10/11/2020,Costco,Detroit,First Mile,3,15,313.26
10/11/2020,Costco,New York,First Mile,7,42,623.93
10/11/2020,Costco,Los Angeles,First Mile,6,24,555.01
10/11/2020,Costco,Sacramento,First Mile,4,28,447.83
10/11/2020,Costco,Milwaukee,First Mile,3,15,166.53
10/11/2020,Costco,San Francisco,First Mile,4,20,711.47
10/11/2020,Costco,Miami,First Mile,8,48,1624.32
10/11/2020,Costco,Houston,First Mile,4,24,338.08
10/11/2020,Home Depot,Milwaukee,Final Mile,8,40,1442.7
10/12/2020,Home Goods,Houston,Middle Mile,47,188,2710.72
10/12/2020,Home Depot,Seattle,Final Mile,29,145,5021.82
10/12/2020,Home Goods,Los Angeles,Middle Mile,61,305,3088.68
10/12/2020,Home Goods,Detroit,Middle Mile,82,410,2653.69
10/12/2020,Home Goods,Chicago,Middle Mile,37,185,2424.76
10/12/2020,T.J. Maxx,Chicago,Middle Mile,66,330,2981.29
10/12/2020,Home Depot,Nashville,Final Mile,98,490,13346.72
10/12/2020,Home Depot,Detroit,Final Mile,83,415,16423.85
10/12/2020,Home Depot,Chicago,Final Mile,87,522,38098.04
10/12/2020,Home Depot,Miami,Final Mile,37,185,7689.83
10/12/2020,Home Depot,Los Angeles,Final Mile,94,470,30627.65
10/12/2020,Home Depot,Milwaukee,Final Mile,40,200,7213.52
10/12/2020,Chick-Fil-A,Detroit,Final Mile,67,335,2541.34
10/12/2020,Home Depot,Tampa Bay,Final Mile,47,235,17147.04
10/12/2020,Home Depot,San Francisco,Final Mile,56,280,20223.18
10/12/2020,Chick-Fil-A,San Francisco,Final Mile,27,135,1231.42
10/12/2020,Shein,New York,Middle Mile,35,175,3469.31
10/12/2020,Chipotle,Houston,Final Mile,66,330,4969.21
10/12/2020,Starbucks,Sacramento,Middle Mile,31,155,1332.33
10/12/2020,Home Depot,Birmingham,Final Mile,28,140,10493.47
10/12/2020,Starbucks,Atlanta,Middle Mile,26,104,1551.85
10/12/2020,Starbucks,Birmingham,Middle Mile,73,365,3536.59
10/12/2020,Starbucks,San Francisco,Middle Mile,72,432,3073.28
10/12/2020,Starbucks,Houston,Middle Mile,69,345,3603.26
10/12/2020,Shein,Dallas,Middle Mile,73,365,7636.69
10/12/2020,Shein,Detroit,Middle Mile,54,270,2149.71
10/12/2020,Shein,Chicago,Middle Mile,52,260,3523.97
10/12/2020,Shein,Tampa Bay,Middle Mile,71,355,8157.36
10/12/2020,Lowes,Chicago,Final Mile,52,260,13519.32
10/12/2020,Lowes,Detroit,Final Mile,25,125,1023.05
10/12/2020,Chipotle,New York,Final Mile,73,365,4819.59
10/12/2020,Chipotle,Milwaukee,Final Mile,44,220,3104.05
10/12/2020,Chipotle,San Francisco,Final Mile,62,310,2252.49
10/12/2020,Chipotle,Detroit,Final Mile,31,124,542.27
10/12/2020,Costco,Nashville,First Mile,29,145,4542.91
10/12/2020,Shein,Nashville,Middle Mile,52,260,5639.89
10/12/2020,Costco,Detroit,First Mile,15,75,1566.29
10/12/2020,Walmart,Chicago,Middle Mile,96,288,6785.41
10/12/2020,Walmart,Milwaukee,Middle Mile,40,200,3114.05
10/12/2020,Walmart,New York,Middle Mile,72,360,1585.2
10/12/2020,Amazon,Sacramento,Final Mile,25,125,2820.02
10/12/2020,Amazon,Tampa Bay,Final Mile,75,375,4181.36
10/12/2020,Amazon,Dallas,Final Mile,81,324,7314.12
10/12/2020,Target,Atlanta,Middle Mile,72,288,2437.57
10/12/2020,Amazon,Minneapolis,Final Mile,56,280,5760.31
10/12/2020,Amazon,Birmingham,Final Mile,38,152,2281.78
10/12/2020,Amazon,New York,Final Mile,33,165,3836.67
10/12/2020,Amazon,San Diego,Final Mile,82,328,2201.89
10/12/2020,Amazon,San Francisco,Final Mile,55,275,1378.15
10/12/2020,Amazon,Atlanta,Final Mile,83,415,9344.58
10/12/2020,Amazon,Chicago,Final Mile,77,385,4223.02
10/12/2020,Amazon,Nashville,Final Mile,31,155,3138.78
10/12/2020,Target,Milwaukee,Middle Mile,87,522,3667.52
10/12/2020,Amazon,Los Angeles,Final Mile,62,310,5325.62
10/12/2020,Target,Nashville,Middle Mile,81,324,4003.75
10/12/2020,Target,Detroit,Middle Mile,70,350,1827.91
10/12/2020,Costco,Minneapolis,First Mile,36,180,7108.79
10/12/2020,Costco,Birmingham,First Mile,14,70,1093.13
10/12/2020,Costco,Houston,First Mile,21,126,1774.92
10/12/2020,Costco,New York,First Mile,36,144,2139.2
10/12/2020,Costco,Los Angeles,First Mile,33,165,3815.7
10/12/2020,Costco,Sacramento,First Mile,22,132,2111.18
10/12/2020,Costco,Milwaukee,First Mile,19,95,1054.67
10/12/2020,Costco,Seattle,First Mile,27,135,2909.86
10/12/2020,Costco,Miami,First Mile,40,240,8121.58
10/12/2020,Costco,Atlanta,First Mile,45,225,7989.37
10/12/2020,Target,Dallas,Middle Mile,76,380,2917.48
10/12/2020,Target,Los Angeles,Middle Mile,44,220,3219.52
10/12/2020,Target,Seattle,Middle Mile,53,265,6596.08
10/12/2020,Target,Chicago,Middle Mile,99,495,5950.2
10/12/2020,Costco,San Francisco,First Mile,24,120,4268.82
10/12/2020,Target,Sacramento,Middle Mile,79,395,3022.22
10/13/2020,Home Goods,Miami,Middle Mile,59,354,4208.11
10/13/2020,T.J. Maxx,Milwaukee,Middle Mile,94,376,1489.46
10/13/2020,Home Depot,Seattle,Final Mile,29,145,5021.82
10/13/2020,Home Depot,San Francisco,Final Mile,56,280,20223.18
10/13/2020,Home Depot,Houston,Final Mile,99,396,18265.48
10/13/2020,Home Depot,Chicago,Final Mile,87,522,38098.04
10/13/2020,Home Goods,New York,Middle Mile,29,174,3155.47
10/13/2020,Home Depot,Los Angeles,Final Mile,94,658,42878.72
10/13/2020,Home Depot,Sacramento,Final Mile,68,340,15382.51
10/13/2020,Home Depot,Dallas,Final Mile,78,390,7824.1
10/13/2020,Home Depot,Milwaukee,Final Mile,40,200,7213.52
10/13/2020,Home Depot,Detroit,Final Mile,83,498,19708.62
10/13/2020,Chipotle,Seattle,Final Mile,89,445,2158.29
10/13/2020,Lowes,Sacramento,Final Mile,46,230,9459.88
10/13/2020,Lowes,Milwaukee,Final Mile,17,85,2552.2
10/13/2020,Lowes,Chicago,Final Mile,52,364,18927.05
10/13/2020,Shein,Houston,Middle Mile,27,135,1507.3
10/13/2020,Shein,Tampa Bay,Middle Mile,71,426,9788.84
10/13/2020,Shein,Los Angeles,Middle Mile,20,120,780.59
10/13/2020,Shein,Sacramento,Middle Mile,32,160,1598.5
10/13/2020,Shein,Milwaukee,Middle Mile,72,360,8308.29
10/13/2020,Starbucks,Dallas,Middle Mile,38,190,2875.62
10/13/2020,Starbucks,San Diego,Middle Mile,72,360,6313.12
10/13/2020,Starbucks,Tampa Bay,Middle Mile,33,132,571.73
10/13/2020,Starbucks,Sacramento,Middle Mile,31,124,1065.86
10/13/2020,Home Depot,San Diego,Final Mile,81,405,5554.88
10/13/2020,Chipotle,Detroit,Final Mile,31,186,813.4
10/13/2020,Shein,Chicago,Middle Mile,52,260,3523.97
10/13/2020,Costco,Seattle,First Mile,27,135,2909.86
10/13/2020,Costco,Dallas,First Mile,28,140,3010.03
10/13/2020,Costco,Detroit,First Mile,15,75,1566.29
10/13/2020,Amazon,Chicago,Final Mile,77,385,4223.02
10/13/2020,Amazon,San Francisco,Final Mile,55,275,1378.15
10/13/2020,Amazon,Los Angeles,Final Mile,62,310,5325.62
10/13/2020,Amazon,San Diego,Final Mile,82,492,3302.83
10/13/2020,Amazon,New York,Final Mile,33,165,3836.67
10/13/2020,Amazon,Birmingham,Final Mile,38,228,3422.67
10/13/2020,Amazon,Nashville,Final Mile,31,155,3138.78
10/13/2020,Amazon,Minneapolis,Final Mile,56,280,5760.31
10/13/2020,Amazon,Dallas,Final Mile,81,405,9142.65
10/13/2020,Amazon,Tampa Bay,Final Mile,75,300,3345.08
10/13/2020,Walmart,New York,Middle Mile,72,360,1585.2
10/13/2020,Walmart,Milwaukee,Middle Mile,40,200,3114.05
10/13/2020,Amazon,Houston,Final Mile,42,210,1131.8
10/13/2020,Target,Milwaukee,Middle Mile,87,522,3667.52
10/13/2020,Costco,Minneapolis,First Mile,36,216,8530.55
10/13/2020,Target,Atlanta,Middle Mile,72,360,3046.96
10/13/2020,Costco,San Diego,First Mile,46,230,5101.44
10/13/2020,Costco,Birmingham,First Mile,14,70,1093.13
10/13/2020,Costco,Los Angeles,First Mile,33,165,3815.7
10/13/2020,Costco,Chicago,First Mile,17,85,3224.6
10/13/2020,Costco,Milwaukee,First Mile,19,114,1265.6
10/13/2020,Target,Los Angeles,Middle Mile,44,220,3219.52
10/13/2020,Target,Seattle,Middle Mile,53,212,5276.86
10/13/2020,Target,Sacramento,Middle Mile,79,395,3022.22
10/13/2020,Target,Tampa Bay,Middle Mile,45,225,921.9
10/13/2020,Costco,Sacramento,First Mile,22,44,703.73
10/14/2020,Chipotle,Miami,Final Mile,12,36,604.78
10/14/2020,Chipotle,Dallas,Final Mile,18,72,979.14
10/14/2020,Chipotle,San Francisco,Final Mile,31,186,1351.49
10/14/2020,Chipotle,Chicago,Final Mile,46,230,3207.25
10/14/2020,Chipotle,Tampa Bay,Final Mile,21,105,1160.18
10/14/2020,Chipotle,Houston,Final Mile,33,165,2484.61
10/14/2020,Chipotle,Seattle,Final Mile,44,220,1067.02
10/14/2020,Home Goods,Chicago,Middle Mile,18,90,1179.61
10/14/2020,Chick-Fil-A,Los Angeles,Final Mile,19,95,1423.83
10/14/2020,Chick-Fil-A,Houston,Final Mile,31,155,2177.27
10/14/2020,Home Goods,Birmingham,Middle Mile,32,160,1119.75
10/14/2020,Home Goods,Los Angeles,Middle Mile,30,120,1215.22
10/14/2020,Home Goods,Tampa Bay,Middle Mile,20,100,837.5
10/14/2020,Home Depot,Seattle,Final Mile,14,70,2424.33
10/14/2020,Lowes,Detroit,Final Mile,12,72,589.28
10/14/2020,Chick-Fil-A,Detroit,Final Mile,33,198,1502.04
10/14/2020,Lowes,Sacramento,Final Mile,23,115,4729.94
10/14/2020,Starbucks,Tampa Bay,Middle Mile,16,80,346.5
10/14/2020,Shein,Sacramento,Middle Mile,16,32,319.7
10/14/2020,Home Depot,San Francisco,Final Mile,28,140,10111.59
10/14/2020,Starbucks,Los Angeles,Middle Mile,39,195,2993.41
10/14/2020,Starbucks,Sacramento,Middle Mile,15,75,644.68
10/14/2020,Starbucks,Milwaukee,Middle Mile,32,160,1384.1
10/14/2020,Starbucks,Minneapolis,Middle Mile,18,90,1352.09
10/14/2020,Starbucks,Dallas,Middle Mile,19,95,1437.81
10/14/2020,Starbucks,Atlanta,Middle Mile,13,52,775.92
10/14/2020,Shein,Tampa Bay,Middle Mile,35,175,4021.24
10/14/2020,Starbucks,Birmingham,Middle Mile,36,180,1744.07
10/14/2020,Starbucks,Chicago,Middle Mile,38,190,3059.85
10/14/2020,Starbucks,San Francisco,Middle Mile,36,180,1280.53
10/14/2020,Shein,Milwaukee,Middle Mile,36,180,4154.14
10/14/2020,Shein,Dallas,Middle Mile,36,180,3766.04
10/14/2020,Shein,Detroit,Middle Mile,27,135,1074.85
10/14/2020,Shein,Nashville,Middle Mile,26,104,2255.96
10/14/2020,Shein,Chicago,Middle Mile,26,156,2114.38
10/14/2020,Starbucks,Nashville,Middle Mile,36,180,2763.09
10/14/2020,Home Depot,Houston,Final Mile,49,245,11300.61
10/14/2020,Starbucks,Seattle,Middle Mile,38,190,2893.95
10/14/2020,Home Depot,Detroit,Final Mile,41,205,8112.99
10/14/2020,Target,Atlanta,Middle Mile,36,180,1523.48
10/14/2020,Walmart,Chicago,Middle Mile,48,240,5654.51
10/14/2020,Walmart,Milwaukee,Middle Mile,20,80,1245.62
10/14/2020,Amazon,Sacramento,Final Mile,12,72,1624.33
10/14/2020,Amazon,Tampa Bay,Final Mile,37,185,2062.8
10/14/2020,Amazon,Dallas,Final Mile,40,200,4514.89
10/14/2020,Amazon,Minneapolis,Final Mile,28,140,2880.15
10/14/2020,Target,San Francisco,Middle Mile,23,115,1162.3
10/14/2020,Amazon,Nashville,Final Mile,15,60,1215.01
10/14/2020,Amazon,Birmingham,Final Mile,19,57,855.67
10/14/2020,Amazon,New York,Final Mile,16,64,1488.16
10/14/2020,Amazon,Houston,Final Mile,21,105,565.9
10/14/2020,Amazon,San Diego,Final Mile,41,246,1651.41
10/14/2020,Amazon,Los Angeles,Final Mile,31,155,2662.81
10/14/2020,Amazon,San Francisco,Final Mile,27,135,676.54
10/14/2020,Amazon,Chicago,Final Mile,38,190,2084.09
10/14/2020,Home Depot,Atlanta,Final Mile,44,220,10069.65
10/14/2020,Target,Detroit,Middle Mile,35,210,1096.74
10/14/2020,Amazon,Atlanta,Final Mile,41,246,5539.2
10/14/2020,Target,Nashville,Middle Mile,40,200,2471.45
10/14/2020,Target,Tampa Bay,Middle Mile,22,110,450.71
10/14/2020,Home Depot,Sacramento,Final Mile,34,170,7691.26
10/14/2020,Home Depot,San Diego,Final Mile,40,200,2743.15
10/14/2020,Home Depot,Nashville,Final Mile,49,245,6673.36
10/14/2020,Home Depot,Tampa Bay,Final Mile,23,115,8391.1
10/14/2020,Home Depot,Birmingham,Final Mile,14,70,5246.74
10/14/2020,Costco,Seattle,First Mile,13,65,1401.04
10/14/2020,Costco,Minneapolis,First Mile,18,90,3554.4
10/14/2020,Home Depot,Los Angeles,Final Mile,47,235,15313.83
10/14/2020,Costco,Houston,First Mile,10,50,704.33
10/14/2020,Costco,New York,First Mile,18,108,1604.4
10/14/2020,Costco,Sacramento,First Mile,11,55,879.66
10/14/2020,Costco,Miami,First Mile,20,120,4060.79
10/14/2020,Target,Seattle,Middle Mile,26,130,3235.81
10/14/2020,Target,Chicago,Middle Mile,49,245,2945.05
10/14/2020,Costco,Birmingham,First Mile,7,35,546.57
10/14/2020,Target,Sacramento,Middle Mile,39,273,2088.77
10/15/2020,Chipotle,Tampa Bay,Final Mile,21,105,1160.18
10/15/2020,Chipotle,Houston,Final Mile,33,198,2981.53
10/15/2020,Chick-Fil-A,Houston,Final Mile,31,186,2612.73
10/15/2020,Home Goods,New York,Middle Mile,14,70,1269.44
10/15/2020,Home Goods,Birmingham,Middle Mile,32,160,1119.75
10/15/2020,Home Goods,Chicago,Middle Mile,18,54,707.77
10/15/2020,Home Goods,Tampa Bay,Middle Mile,20,100,837.5
10/15/2020,T.J. Maxx,Chicago,Middle Mile,33,165,1490.64
10/15/2020,T.J. Maxx,Los Angeles,Middle Mile,43,215,1051.18
10/15/2020,Home Depot,Seattle,Final Mile,14,70,2424.33
10/15/2020,Home Depot,San Francisco,Final Mile,28,140,10111.59
10/15/2020,Home Depot,Atlanta,Final Mile,44,220,10069.65
10/15/2020,Home Depot,Detroit,Final Mile,41,164,6490.39
10/15/2020,Chipotle,Chicago,Final Mile,46,276,3848.71
10/15/2020,Home Depot,Miami,Final Mile,18,126,5237.4
10/15/2020,Home Goods,Sacramento,Middle Mile,35,140,592.65
10/15/2020,Chipotle,San Francisco,Final Mile,31,155,1126.24
10/15/2020,Starbucks,San Francisco,Middle Mile,36,180,1280.53
10/15/2020,Lowes,Detroit,Final Mile,12,72,589.28
10/15/2020,Home Depot,Los Angeles,Final Mile,47,235,15313.83
10/15/2020,Starbucks,Milwaukee,Middle Mile,32,160,1384.1
10/15/2020,Starbucks,Minneapolis,Middle Mile,18,90,1352.09
10/15/2020,Starbucks,Tampa Bay,Middle Mile,16,64,277.2
10/15/2020,Starbucks,San Diego,Middle Mile,36,180,3156.56
10/15/2020,Starbucks,Dallas,Middle Mile,19,95,1437.81
10/15/2020,Starbucks,Atlanta,Middle Mile,13,65,969.91
10/15/2020,Starbucks,Birmingham,Middle Mile,36,180,1744.07
10/15/2020,Starbucks,Seattle,Middle Mile,38,190,2893.95
10/15/2020,Starbucks,Houston,Middle Mile,34,136,1420.42
10/15/2020,Shein,Detroit,Middle Mile,27,135,1074.85
10/15/2020,Shein,Nashville,Middle Mile,26,130,2819.95
10/15/2020,Shein,Los Angeles,Middle Mile,10,50,325.24
10/15/2020,Shein,New York,Middle Mile,17,85,1685.09
10/15/2020,Shein,Houston,Middle Mile,13,65,725.74
10/15/2020,Chipotle,Milwaukee,Final Mile,22,110,1552.02
10/15/2020,Home Depot,Dallas,Final Mile,39,195,3912.05
10/15/2020,Costco,Nashville,First Mile,14,70,2193.13
10/15/2020,Home Depot,San Diego,Final Mile,40,200,2743.15
10/15/2020,Target,Atlanta,Middle Mile,36,180,1523.48
10/15/2020,Walmart,Chicago,Middle Mile,48,240,5654.51
10/15/2020,Walmart,Milwaukee,Middle Mile,20,100,1557.03
10/15/2020,Walmart,New York,Middle Mile,36,180,792.6
10/15/2020,Amazon,Sacramento,Final Mile,12,60,1353.61
10/15/2020,Amazon,Dallas,Final Mile,40,200,4514.89
10/15/2020,Amazon,Minneapolis,Final Mile,28,140,2880.15
10/15/2020,Amazon,Nashville,Final Mile,15,75,1518.77
10/15/2020,Amazon,Birmingham,Final Mile,19,95,1426.11
10/15/2020,Amazon,Houston,Final Mile,21,126,679.08
10/15/2020,Amazon,San Diego,Final Mile,41,164,1100.94
10/15/2020,Amazon,Los Angeles,Final Mile,31,186,3195.37
10/15/2020,Amazon,San Francisco,Final Mile,27,135,676.54
10/15/2020,Home Depot,Milwaukee,Final Mile,20,60,2164.06
10/15/2020,Amazon,Chicago,Final Mile,38,152,1667.27
10/15/2020,Target,Milwaukee,Middle Mile,43,215,1510.57
10/15/2020,Target,San Francisco,Middle Mile,23,92,929.84
10/15/2020,Amazon,Atlanta,Final Mile,41,246,5539.2
10/15/2020,Target,Tampa Bay,Middle Mile,22,132,540.85
10/15/2020,Home Depot,Tampa Bay,Final Mile,23,92,6712.88
10/15/2020,Costco,Dallas,First Mile,14,70,1505.01
10/15/2020,Costco,Birmingham,First Mile,7,35,546.57
10/15/2020,Costco,Houston,First Mile,10,70,986.07
10/15/2020,Target,Detroit,Middle Mile,35,175,913.95
10/15/2020,Costco,Los Angeles,First Mile,16,80,1850.04
10/15/2020,Costco,Sacramento,First Mile,11,55,879.66
10/15/2020,Costco,Chicago,First Mile,8,40,1517.46
10/15/2020,Costco,San Francisco,First Mile,12,60,2134.41
10/15/2020,Costco,Miami,First Mile,20,100,3383.99
10/15/2020,Target,Dallas,Middle Mile,38,266,2042.24
10/15/2020,Target,Los Angeles,Middle Mile,22,110,1609.76
10/15/2020,Target,Seattle,Middle Mile,26,130,3235.81
